startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2020-04-01T00:00:00Z","2020-04-01T00:30:00Z",78.55343,78.53359,78.58360,0.00014,180.00000,0.04734,0.00090,0,100.55018,0.25518,0
"2020-04-01T00:30:00Z","2020-04-01T01:00:00Z",78.54610,78.53359,78.56359,0.00004,180.00000,0.04731,0.00045,0,100.55088,0.25542,0
"2020-04-01T01:00:00Z","2020-04-01T01:30:00Z",78.59665,78.55360,78.65360,0.00074,180.00000,0.04748,0.00203,0,100.79453,0.25935,0
"2020-04-01T01:30:00Z","2020-04-01T02:00:00Z",78.65205,78.62360,78.67360,0.00015,180.00000,0.04734,0.00090,0,100.94086,0.26104,0
"2020-04-01T02:00:00Z","2020-04-01T02:30:00Z",78.68338,78.66360,78.69360,0.00006,180.00000,0.04732,0.00058,0,100.99249,0.26136,0
"2020-04-01T02:30:00Z","2020-04-01T03:00:00Z",78.70299,78.68360,78.72360,0.00009,180.00000,0.04733,0.00072,0,101.02855,0.26168,0
"2020-04-01T03:00:00Z","2020-04-01T03:30:00Z",78.69255,78.68360,78.70361,0.00006,180.00000,0.04732,0.00057,0,101.02490,0.26187,0
"2020-04-01T03:30:00Z","2020-04-01T04:00:00Z",78.71521,78.69360,78.74360,0.00025,180.00000,0.04736,0.00119,0,101.06082,0.26209,0
"2020-04-01T04:00:00Z","2020-04-01T04:30:00Z",78.69521,78.67360,78.70361,0.00011,180.00000,0.04733,0.00078,0,101.05014,0.26231,0
"2020-04-01T04:30:00Z","2020-04-01T05:00:00Z",78.67916,78.65360,78.70361,0.00019,180.00000,0.04735,0.00104,0,101.10160,0.26378,0
"2020-04-01T05:00:00Z","2020-04-01T05:30:00Z",78.69394,78.67360,78.70361,0.00004,180.00000,0.04731,0.00049,0,101.23853,0.26634,0
"2020-04-01T05:30:00Z","2020-04-01T06:00:00Z",78.68505,78.67360,78.69360,0.00005,180.00000,0.04732,0.00054,0,101.20273,0.26578,0
"2020-04-01T06:00:00Z","2020-04-01T06:30:00Z",78.69105,78.65360,78.71360,0.00017,180.00000,0.04734,0.00098,0,101.05815,0.26241,0
"2020-04-01T06:30:00Z","2020-04-01T07:00:00Z",78.67738,78.66360,78.68360,0.00004,180.00000,0.04731,0.00050,0,101.04727,0.26247,0
