80.21365,80.21365,80.21365,102.97327,0.26625
80.21365,80.21365,80.21365,102.97526,0.26629
80.21532,80.21365,80.22365,102.97889,0.26636
80.22365,80.22365,80.22365,102.99092,0.26639
80.23365,80.23365,80.23365,103.0055,0.26646
80.23365,80.23365,80.23365,103.007,0.26649
80.23365,80.23365,80.23365,103.00949,0.26655
80.23365,80.23365,80.23365,103.01171,0.2666
80.23365,80.23365,80.23365,103.01187,0.2666
80.23365,80.23365,80.23365,103.01337,0.26663
80.23365,80.23365,80.23365,103.01304,0.26663
80.23365,80.23365,80.23365,103.01178,0.2666
80.23365,80.23365,80.23365,103.01126,0.26659
80.23365,80.23365,80.23365,103.0111,0.26658
80.23365,80.23365,80.23365,103.01126,0.26659
80.23365,80.23365,80.23365,103.01175,0.2666
80.23699,80.23365,80.24365,103.01821,0.26671
80.24365,80.24365,80.24365,103.02884,0.26672
80.24365,80.24365,80.24365,103.02998,0.26675
80.24365,80.24365,80.24365,103.03047,0.26676
80.24365,80.24365,80.24365,103.03068,0.26677
80.24365,80.24365,80.24365,103.03061,0.26676
80.23365,80.23365,80.23365,103.01647,0.2667
80.23365,80.23365,80.23365,103.01765,0.26673
80.22865,80.22365,80.23365,103.01566,0.26688
80.21865,80.21365,80.22365,103.00609,0.26692
80.20699,80.20365,80.21365,102.99158,0.26688
80.19032,80.18365,80.19365,102.97127,0.26686
80.18032,80.17365,80.18365,102.96091,0.26688
80.17365,80.17365,80.17365,102.95255,0.26681
80.17365,80.17365,80.17365,102.95674,0.2669
80.17531,80.17365,80.18365,102.96395,0.26705
80.18365,80.18365,80.18365,102.97641,0.26708
80.18365,80.18365,80.18365,102.9785,0.26713
80.18365,80.18365,80.18365,102.97653,0.26708
80.18365,80.18365,80.18365,102.97886,0.26713
80.17865,80.17365,80.18365,102.97613,0.26726
80.18198,80.17365,80.18365,102.98071,0.26725
80.18365,80.18365,80.18365,102.98206,0.2672
80.18365,80.18365,80.18365,102.98352,0.26723
80.19198,80.18365,80.19365,102.99657,0.26735
80.19365,80.19365,80.19365,103.00055,0.26736
80.20032,80.19365,80.20365,103.00988,0.26745
80.20365,80.20365,80.20365,103.01531,0.26743
80.20532,80.20365,80.21365,103.01977,0.26752
80.21365,80.21365,80.21365,103.0301,0.2675
80.22198,80.21365,80.22365,103.03985,0.26754
80.23199,80.22365,80.23365,103.04992,0.26751
80.24365,80.24365,80.24365,103.0641,0.2675
80.25032,80.24365,80.25365,103.07451,0.26762
80.25365,80.25365,80.25365,103.0782,0.26756
80.25365,80.25365,80.25365,103.0779,0.26755
80.25865,80.25365,80.26365,103.08596,0.26766
80.26365,80.26365,80.26365,103.09396,0.26765
80.26365,80.26365,80.26365,103.09406,0.26765
80.26365,80.26365,80.26365,103.09337,0.26764
80.26365,80.26365,80.26365,103.0935,0.26764
80.25865,80.25365,80.26365,103.08685,0.26768
80.24698,80.24365,80.25365,103.07373,0.26768
80.24198,80.23365,80.24365,103.06882,0.26768
80.23532,80.23365,80.24365,103.06035,0.26766
80.23365,80.23365,80.23365,103.05918,0.26764
80.23365,80.23365,80.23365,103.0596,0.26765
80.23365,80.23365,80.23365,103.05997,0.26765
80.24198,80.23365,80.24365,103.07331,0.26777
80.24365,80.24365,80.24365,103.0768,0.26777
80.25198,80.24365,80.25365,103.0898,0.26788
80.25365,80.25365,80.25365,103.09507,0.26792
80.26365,80.26365,80.26365,103.10795,0.26795
80.26365,80.26365,80.26365,103.10848,0.26796
80.26365,80.26365,80.26365,103.10868,0.26797
80.26365,80.26365,80.26365,103.11233,0.26805
80.26365,80.26365,80.26365,103.11609,0.26813
80.26365,80.26365,80.26365,103.11316,0.26807
80.26365,80.26365,80.26365,103.11175,0.26804
80.26365,80.26365,80.26365,103.10893,0.26798
80.26365,80.26365,80.26365,103.10357,0.26786
80.25865,80.25365,80.26365,103.09088,0.26777
80.25365,80.25365,80.25365,103.0782,0.26756
80.25032,80.24365,80.25365,103.07151,0.26755
80.24698,80.24365,80.25365,103.06521,0.2675
80.24365,80.24365,80.24365,103.05582,0.26732
80.24032,80.23365,80.24365,103.04662,0.26725
80.23532,80.22365,80.24365,103.0382,0.26725
80.24365,80.24365,80.24365,103.04905,0.26717
80.24032,80.23365,80.24365,103.04604,0.26725
80.23699,80.23365,80.24365,103.04152,0.26723
80.24365,80.24365,80.24365,103.04259,0.26703
80.24198,80.23365,80.24365,103.03657,0.26698
80.24032,80.23365,80.24365,103.03123,0.26692
80.24365,80.24365,80.24365,103.03413,0.26685
80.24365,80.24365,80.24365,103.03712,0.26691
80.24532,80.24365,80.25365,103.03709,0.26691
80.24865,80.24365,80.25365,103.03929,0.2669
80.24365,80.24365,80.24365,103.03105,0.26678
80.24365,80.24365,80.24365,103.02768,0.26671
80.24365,80.24365,80.24365,103.02489,0.26664
80.24365,80.24365,80.24365,103.02423,0.26663
80.24365,80.24365,80.24365,103.0259,0.26667
80.25032,80.24365,80.25365,103.03608,0.26678
80.25365,80.25365,80.25365,103.0418,0.26676
80.26032,80.25365,80.26365,103.05056,0.26685
80.26866,80.26365,80.27366,103.06329,0.26693
80.26699,80.26365,80.27366,103.06506,0.26701
80.26365,80.26365,80.26365,103.0625,0.26697
80.26365,80.26365,80.26365,103.05958,0.26691
80.27032,80.26365,80.27366,103.06737,0.26697
80.27366,80.27366,80.27366,103.07312,0.26695
80.27032,80.26365,80.27366,103.07095,0.26704
80.26365,80.26365,80.26365,103.06024,0.26692
80.26365,80.26365,80.26365,103.0562,0.26683
80.26365,80.26365,80.26365,103.05416,0.26678
80.26365,80.26365,80.26365,103.05473,0.2668
80.26365,80.26365,80.26365,103.05769,0.26686
80.26365,80.26365,80.26365,103.06184,0.26696
80.26365,80.26365,80.26365,103.06761,0.26708
80.26365,80.26365,80.26365,103.0725,0.26719
80.26365,80.26365,80.26365,103.07672,0.26729
80.26365,80.26365,80.26365,103.07946,0.26735
80.26365,80.26365,80.26365,103.0794,0.26735
80.26699,80.26365,80.27366,103.07846,0.2673
80.27366,80.27366,80.27366,103.08068,0.26712
80.27366,80.27366,80.27366,103.0767,0.26703
80.27366,80.27366,80.27366,103.07366,0.26697
80.28199,80.27366,80.28365,103.08181,0.26697
80.28365,80.28365,80.28365,103.08143,0.26688
80.28365,80.28365,80.28365,103.07925,0.26683
80.29199,80.28365,80.29365,103.08762,0.26684
80.29365,80.29365,80.29365,103.08889,0.26679
80.28865,80.28365,80.29365,103.08485,0.26689
80.28365,80.28365,80.28365,103.07983,0.26684
80.28365,80.28365,80.28365,103.0808,0.26686
80.28365,80.28365,80.28365,103.08241,0.26689
80.28365,80.28365,80.28365,103.08485,0.26695
80.28365,80.28365,80.28365,103.08827,0.26702
80.28365,80.28365,80.28365,103.09253,0.26712
80.28365,80.28365,80.28365,103.09664,0.2672
80.28365,80.28365,80.28365,103.09726,0.26721
80.28365,80.28365,80.28365,103.09478,0.26715
80.28365,80.28365,80.28365,103.09217,0.26709
80.28365,80.28365,80.28365,103.09164,0.26708
80.28365,80.28365,80.28365,103.09248,0.2671
80.28365,80.28365,80.28365,103.09301,0.26711
80.28365,80.28365,80.28365,103.09465,0.26715
80.28365,80.28365,80.28365,103.09633,0.26719
80.28699,80.28365,80.29365,103.10164,0.26728
80.29199,80.28365,80.29365,103.10994,0.26732
80.29365,80.29365,80.29365,103.11214,0.26729
80.29365,80.29365,80.29365,103.11574,0.26737
80.28699,80.27366,80.29365,103.10854,0.26752
80.28365,80.28365,80.28365,103.10397,0.26736
80.27699,80.27366,80.28365,103.0925,0.26733
80.27366,80.27366,80.27366,103.0862,0.26722
80.27366,80.27366,80.27366,103.08894,0.26729
80.27366,80.27366,80.27366,103.08978,0.2673
80.27366,80.27366,80.27366,103.08832,0.26727
80.27366,80.27366,80.27366,103.08972,0.2673
80.27032,80.26365,80.27366,103.08786,0.2674
80.26699,80.26365,80.27366,103.0874,0.26747
80.26699,80.26365,80.27366,103.09079,0.26755
80.27366,80.27366,80.27366,103.10054,0.26754
80.27699,80.27366,80.28365,103.10525,0.26762
80.27366,80.27366,80.27366,103.10347,0.2676
80.27199,80.26365,80.27366,103.10259,0.26766
80.27366,80.27366,80.27366,103.10388,0.26762
80.28032,80.27366,80.28365,103.1126,0.26769
80.28865,80.28365,80.29365,103.12609,0.26779
80.29699,80.29365,80.30366,103.13713,0.26782
80.30532,80.30366,80.31365,103.14458,0.26775
80.31199,80.30366,80.31365,103.15323,0.26777
80.30366,80.30366,80.30366,103.14594,0.26779
80.30366,80.30366,80.30366,103.15011,0.26788
80.30199,80.29365,80.30366,103.14978,0.26795
80.29199,80.28365,80.30366,103.13721,0.26801
80.28032,80.27366,80.28365,103.12536,0.26798
80.26032,80.25365,80.26365,103.1051,0.26804
80.23865,80.23365,80.24365,103.08341,0.26811
80.22865,80.22365,80.23365,103.0779,0.26824
80.23032,80.22365,80.23365,103.08117,0.26827
80.24032,80.23365,80.24365,103.0979,0.26838
80.23865,80.23365,80.24365,103.09908,0.26846
80.24032,80.23365,80.24365,103.0988,0.26841
80.24365,80.24365,80.24365,103.10167,0.26833
80.25365,80.25365,80.25365,103.11186,0.2683
80.26199,80.25365,80.26365,103.11796,0.26826
80.25365,80.24365,80.26365,103.10842,0.26839
80.25365,80.25365,80.25365,103.10499,0.26815
80.25198,80.24365,80.25365,103.1003,0.26813
80.25699,80.24365,80.26365,103.10406,0.26819
80.26365,80.26365,80.26365,103.11145,0.26804
80.26699,80.26365,80.27366,103.1159,0.26811
80.27032,80.26365,80.27366,103.11841,0.26808
80.26199,80.25365,80.26365,103.10924,0.26807
80.25198,80.24365,80.26365,103.0997,0.26819
80.23699,80.22365,80.25365,103.08534,0.26835
80.22365,80.22365,80.22365,103.07398,0.26822
80.21365,80.20365,80.22365,103.06457,0.26834
80.21865,80.21365,80.22365,103.07213,0.26836
80.21365,80.21365,80.21365,103.06658,0.2683
80.21198,80.20365,80.21365,103.06607,0.26837
80.21698,80.21365,80.22365,103.07332,0.26842
80.22365,80.21365,80.23365,103.07832,0.26839
80.23032,80.22365,80.23365,103.07963,0.26823
80.23532,80.23365,80.24365,103.07775,0.26804
80.24365,80.24365,80.24365,103.08334,0.26792
80.24865,80.24365,80.25365,103.08805,0.26795
80.25198,80.24365,80.25365,103.09591,0.26801
80.24698,80.24365,80.25365,103.09301,0.26809
80.24865,80.24365,80.25365,103.08879,0.26797
80.25198,80.24365,80.25365,103.0863,0.2678
80.26199,80.25365,80.26365,103.09742,0.26779
80.25365,80.25365,80.25365,103.09045,0.26781
80.25365,80.25365,80.25365,103.09557,0.26792
80.24698,80.24365,80.25365,103.08848,0.26799
80.24698,80.24365,80.25365,103.09014,0.26803
80.25365,80.25365,80.25365,103.10223,0.26807
80.24532,80.24365,80.25365,103.09522,0.26816
80.24365,80.24365,80.24365,103.09259,0.26811
80.23199,80.22365,80.24365,103.07611,0.26816
80.22032,80.21365,80.22365,103.05802,0.268
80.21365,80.21365,80.21365,103.04425,0.26781
80.21365,80.21365,80.21365,103.03811,0.26767
80.21365,80.21365,80.21365,103.0414,0.26774
80.21865,80.21365,80.22365,103.0524,0.26792
80.22365,80.22365,80.22365,103.06409,0.26799
80.22865,80.22365,80.23365,103.0782,0.26823
80.23365,80.23365,80.23365,103.09332,0.26837
80.23365,80.23365,80.23365,103.09239,0.26836
80.23032,80.22365,80.23365,103.08157,0.26827
80.21865,80.21365,80.22365,103.06343,0.26817
80.21365,80.21365,80.21365,103.05782,0.26811
80.21365,80.21365,80.21365,103.06529,0.26827
80.21198,80.20365,80.21365,103.06323,0.2683
80.21365,80.20365,80.22365,103.06682,0.26839
80.21198,80.20365,80.21365,103.0654,0.26835
80.21032,80.20365,80.21365,103.06106,0.26832
80.20865,80.20365,80.21365,103.05658,0.26827
80.20532,80.20365,80.21365,103.05255,0.26824
80.20365,80.20365,80.20365,103.05312,0.26826
80.20365,80.20365,80.20365,103.05994,0.26841
80.20365,80.20365,80.20365,103.0541,0.26829
80.20865,80.20365,80.21365,103.05285,0.2682
80.21032,80.20365,80.21365,103.05647,0.26823
80.20532,80.20365,80.21365,103.05295,0.26825
80.21198,80.20365,80.21365,103.05849,0.26821
80.21532,80.21365,80.22365,103.06631,0.2683
80.22032,80.21365,80.22365,103.07068,0.26829
80.22365,80.22365,80.22365,103.07151,0.26817
