startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2020-05-01T00:00:00Z","2020-05-01T00:30:00Z",79.34834,79.33362,79.36362,0.00007,180.00000,0.04732,0.00063,0,101.03533,0.24761,0
"2020-05-01T00:30:00Z","2020-05-01T01:00:00Z",79.35640,79.28362,79.38363,0.00067,180.00000,0.04746,0.00193,0,101.09562,0.24857,0
"2020-05-01T01:00:00Z","2020-05-01T01:30:00Z",79.24273,79.16362,79.28362,0.00117,180.00000,0.04758,0.00254,0,100.95761,0.24841,0
"2020-05-01T01:30:00Z","2020-05-01T02:00:00Z",79.23078,79.20362,79.26362,0.00017,180.00000,0.04734,0.00096,0,100.96275,0.24874,0
"2020-05-01T02:00:00Z","2020-05-01T02:30:00Z",79.24323,79.17361,79.33362,0.00222,180.00000,0.04782,0.00351,0,100.99585,0.24928,0
"2020-05-01T02:30:00Z","2020-05-01T03:00:00Z",79.32840,79.31362,79.37362,0.00029,180.00000,0.04737,0.00127,0,101.12288,0.24978,0
"2020-05-01T03:00:00Z","2020-05-01T03:30:00Z",79.40007,79.36362,79.42362,0.00026,180.00000,0.04737,0.00120,0,101.22924,0.25029,0
"2020-05-01T03:30:00Z","2020-05-01T04:00:00Z",79.39907,79.38363,79.42362,0.00013,180.00000,0.04734,0.00086,0,101.26914,0.25105,0
"2020-05-01T04:00:00Z","2020-05-01T04:30:00Z",79.39923,79.39362,79.40362,0.00002,180.00000,0.04731,0.00037,0,101.31532,0.25190,0
"2020-05-01T04:30:00Z","2020-05-01T05:00:00Z",79.41101,79.38363,79.43362,0.00015,180.00000,0.04734,0.00091,0,101.44876,0.25418,0
"2020-05-01T05:00:00Z","2020-05-01T05:30:00Z",79.43018,79.42362,79.43362,0.00002,180.00000,0.04731,0.00036,0,101.50156,0.25478,0
"2020-05-01T05:30:00Z","2020-05-01T06:00:00Z",79.43118,79.42362,79.44363,0.00004,180.00000,0.04731,0.00048,0,101.51551,0.25502,0
"2020-05-01T06:00:00Z","2020-05-01T06:30:00Z",79.43429,79.42362,79.44363,0.00003,180.00000,0.04731,0.00039,0,101.61106,0.25680,0
"2020-05-01T06:30:00Z","2020-05-01T07:00:00Z",79.43357,79.42362,79.43362,0.00000,180.00000,0.04730,0.00006,0,101.66702,0.25792,0
"2020-05-01T07:00:00Z","2020-05-01T07:30:00Z",79.42479,79.41363,79.43362,0.00001,180.00000,0.04731,0.00026,0,101.72248,0.25924,0
"2020-05-01T07:30:00Z","2020-05-01T08:00:00Z",79.43596,79.42362,79.45363,0.00009,180.00000,0.04732,0.00070,0,101.68742,0.25832,0
"2020-05-01T08:00:00Z","2020-05-01T08:30:00Z",79.44885,79.44363,79.45363,0.00003,180.00000,0.04731,0.00037,0,101.62931,0.25686,0
