startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2020-06-01T00:00:00Z","2020-06-01T00:30:00Z",79.55246,79.53363,79.56362,0.00006,180.00000,0.04732,0.00057,0,100.13463,0.22252,0
"2020-06-01T00:30:00Z","2020-06-01T01:00:00Z",79.54796,79.53363,79.56362,0.00003,180.00000,0.04731,0.00043,0,100.18014,0.22347,0
"2020-06-01T01:00:00Z","2020-06-01T01:30:00Z",79.56629,79.54363,79.58363,0.00007,180.00000,0.04732,0.00064,0,100.24793,0.22447,0
"2020-06-01T01:30:00Z","2020-06-01T02:00:00Z",79.58241,79.56362,79.59363,0.00002,180.00000,0.04731,0.00034,0,100.33337,0.22593,0
"2020-06-01T02:00:00Z","2020-06-01T02:30:00Z",79.58535,79.58363,79.59363,0.00001,180.00000,0.04731,0.00028,0,100.46433,0.22885,0
"2020-06-01T02:30:00Z","2020-06-01T03:00:00Z",79.58174,79.57363,79.58363,0.00002,180.00000,0.04731,0.00029,0,100.75590,0.23536,0
"2020-06-01T03:00:00Z","2020-06-01T03:30:00Z",79.57791,79.57363,79.59363,0.00004,180.00000,0.04731,0.00045,0,101.02334,0.24099,0
"2020-06-01T03:30:00Z","2020-06-01T04:00:00Z",79.60268,79.58363,79.61363,0.00005,180.00000,0.04731,0.00051,0,101.13945,0.24271,0
"2020-06-01T04:00:00Z","2020-06-01T04:30:00Z",79.61624,79.61363,79.62363,0.00002,180.00000,0.04731,0.00033,0,101.27873,0.24534,0
"2020-06-01T04:30:00Z","2020-06-01T05:00:00Z",79.61602,79.61363,79.62363,0.00002,180.00000,0.04731,0.00032,0,101.36376,0.24713,0
"2020-06-01T05:00:00Z","2020-06-01T05:30:00Z",79.61741,79.61363,79.62363,0.00002,180.00000,0.04731,0.00036,0,101.44997,0.24895,0
"2020-06-01T05:30:00Z","2020-06-01T06:00:00Z",79.62880,79.61363,79.64363,0.00007,180.00000,0.04732,0.00062,0,101.44710,0.24858,0
"2020-06-01T06:00:00Z","2020-06-01T06:30:00Z",79.64352,79.63363,79.64363,0.00000,180.00000,0.04730,0.00008,0,101.45774,0.24845,0
"2020-06-01T06:30:00Z","2020-06-01T07:00:00Z",79.64357,79.63363,79.64363,0.00000,180.00000,0.04730,0.00006,0,101.54290,0.25024,0
"2020-06-01T07:00:00Z","2020-06-01T07:30:00Z",79.63974,79.63363,79.64363,0.00002,180.00000,0.04731,0.00036,0,101.57956,0.25113,0
"2020-06-01T07:30:00Z","2020-06-01T08:00:00Z",79.65319,79.64363,79.66363,0.00006,180.00000,0.04732,0.00056,0,101.61512,0.25158,0
"2020-06-01T08:00:00Z","2020-06-01T08:30:00Z",79.65447,79.65363,79.66363,0.00001,180.00000,0.04731,0.00021,0,101.61455,0.25157,0
"2020-06-01T08:30:00Z","2020-06-01T09:00:00Z",79.66197,79.65363,79.66363,0.00001,180.00000,0.04731,0.00028,0,101.71177,0.25340,0
"2020-06-01T09:00:00Z","2020-06-01T09:30:00Z",79.67602,79.66363,79.69363,0.00005,180.00000,0.04732,0.00055,0,101.78433,0.25458,0
"2020-06-01T09:30:00Z","2020-06-01T10:00:00Z",79.70052,79.69363,79.70364,0.00002,180.00000,0.04731,0.00035,0,101.86821,0.25573,0
"2020-06-01T10:00:00Z","2020-06-01T10:30:00Z",79.70802,79.70364,79.71363,0.00002,180.00000,0.04731,0.00037,0,101.87415,0.25569,0
"2020-06-01T10:30:00Z","2020-06-01T11:00:00Z",79.72108,79.71363,79.73364,0.00005,180.00000,0.04732,0.00051,0,101.84556,0.25487,0
"2020-06-01T11:00:00Z","2020-06-01T11:30:00Z",79.72891,79.72363,79.73364,0.00003,180.00000,0.04731,0.00037,0,101.77177,0.25327,0
"2020-06-01T11:30:00Z","2020-06-01T12:00:00Z",79.71824,79.71363,79.72363,0.00002,180.00000,0.04731,0.00037,0,101.72066,0.25253,0
"2020-06-01T12:00:00Z","2020-06-01T12:30:00Z",79.70991,79.70364,79.72363,0.00003,180.00000,0.04731,0.00044,0,101.64945,0.25133,0
"2020-06-01T12:30:00Z","2020-06-01T13:00:00Z",79.71952,79.70364,79.73364,0.00005,180.00000,0.04732,0.00053,0,101.56212,0.24945,0
"2020-06-01T13:00:00Z","2020-06-01T13:30:00Z",79.70902,79.69363,79.72363,0.00008,180.00000,0.04732,0.00067,0,101.45929,0.24736,0
"2020-06-01T13:30:00Z","2020-06-01T14:00:00Z",79.70108,79.69363,79.71363,0.00005,180.00000,0.04732,0.00052,0,101.29228,0.24411,0
"2020-06-01T14:00:00Z","2020-06-01T14:30:00Z",79.69686,79.69363,79.71363,0.00005,180.00000,0.04731,0.00050,0,101.08865,0.23995,0
"2020-06-01T14:30:00Z","2020-06-01T15:00:00Z",79.68319,79.67363,79.69363,0.00001,180.00000,0.04731,0.00023,0,100.98537,0.23831,0
"2020-06-01T15:00:00Z","2020-06-01T15:30:00Z",79.68080,79.67363,79.68363,0.00002,180.00000,0.04731,0.00034,0,100.81125,0.23500,0
"2020-06-01T15:30:00Z","2020-06-01T16:00:00Z",79.66335,79.65363,79.67363,0.00005,180.00000,0.04731,0.00051,0,100.60732,0.23116,0
"2020-06-01T16:00:00Z","2020-06-01T16:30:00Z",79.63724,79.61363,79.65363,0.00019,180.00000,0.04735,0.00102,0,100.45532,0.22868,0
"2020-06-01T16:30:00Z","2020-06-01T17:00:00Z",79.61146,79.60363,79.62363,0.00003,180.00000,0.04731,0.00043,0,100.18255,0.22300,0
"2020-06-01T17:00:00Z","2020-06-01T17:30:00Z",79.61780,79.59363,79.63363,0.00005,180.00000,0.04731,0.00050,0,100.12910,0.22153,0
"2020-06-01T17:30:00Z","2020-06-01T18:00:00Z",79.61074,79.58363,79.62363,0.00004,180.00000,0.04731,0.00045,0,100.06402,0.22056,0
"2020-06-01T18:00:00Z","2020-06-01T18:30:00Z",79.60863,79.58363,79.62363,0.00006,180.00000,0.04732,0.00056,0,100.08801,0.22095,0
"2020-06-01T18:30:00Z","2020-06-01T19:00:00Z",79.59385,79.57363,79.61363,0.00006,180.00000,0.04732,0.00058,0,100.03502,0.22031,0
"2020-06-01T19:00:00Z","2020-06-01T19:30:00Z",79.59285,79.57363,79.62363,0.00008,180.00000,0.04732,0.00065,0,100.02922,0.22016,0
"2020-06-01T19:30:00Z","2020-06-01T20:00:00Z",79.59574,79.57363,79.61363,0.00007,180.00000,0.04732,0.00064,0,100.01614,0.21979,0
"2020-06-01T20:00:00Z","2020-06-01T20:30:00Z",79.58969,79.56362,79.61363,0.00009,180.00000,0.04733,0.00072,0,100.01053,0.21972,0
"2020-06-01T20:30:00Z","2020-06-01T21:00:00Z",79.60041,79.57363,79.61363,0.00008,180.00000,0.04732,0.00065,0,100.08563,0.22071,0
"2020-06-01T21:00:00Z","2020-06-01T21:30:00Z",79.60830,79.59363,79.62363,0.00005,180.00000,0.04732,0.00054,0,100.13476,0.22158,0
"2020-06-01T21:30:00Z","2020-06-01T22:00:00Z",79.62813,79.61363,79.64363,0.00004,180.00000,0.04731,0.00045,0,100.10611,0.22076,0
"2020-06-01T22:00:00Z","2020-06-01T22:30:00Z",79.62008,79.59363,79.64363,0.00008,180.00000,0.04732,0.00067,0,100.07452,0.22035,0
"2020-06-01T22:30:00Z","2020-06-01T23:00:00Z",79.62363,79.60363,79.63363,0.00005,180.00000,0.04732,0.00052,0,100.13985,0.22150,0
"2020-06-01T23:00:00Z","2020-06-01T23:30:00Z",79.63069,79.61363,79.64363,0.00004,180.00000,0.04731,0.00045,0,100.20965,0.22258,0
"2020-06-01T23:30:00Z","2020-06-02T00:00:00Z",79.62997,79.60363,79.65363,0.00006,180.00000,0.04732,0.00056,0,100.17882,0.22202,0
"2020-06-02T00:00:00Z","2020-06-02T00:30:00Z",79.63447,79.61363,79.65363,0.00005,180.00000,0.04732,0.00053,0,100.15533,0.22151,0
"2020-06-02T00:30:00Z","2020-06-02T01:00:00Z",79.64324,79.61363,79.66363,0.00007,180.00000,0.04732,0.00062,0,100.21447,0.22248,0
"2020-06-02T01:00:00Z","2020-06-02T01:30:00Z",79.67024,79.64363,79.69363,0.00014,180.00000,0.04734,0.00087,0,100.28188,0.22316,0
"2020-06-02T01:30:00Z","2020-06-02T02:00:00Z",79.70363,79.67363,79.72363,0.00014,180.00000,0.04734,0.00087,0,100.43616,0.22565,0
"2020-06-02T02:00:00Z","2020-06-02T02:30:00Z",79.73636,79.71363,79.75363,0.00010,180.00000,0.04733,0.00075,0,100.54932,0.22728,0
"2020-06-02T02:30:00Z","2020-06-02T03:00:00Z",79.77680,79.75363,79.80364,0.00016,180.00000,0.04734,0.00095,0,100.69445,0.22950,0
"2020-06-02T03:00:00Z","2020-06-02T03:30:00Z",79.81108,79.79364,79.83364,0.00014,180.00000,0.04734,0.00087,0,100.75569,0.22967,0
"2020-06-02T03:30:00Z","2020-06-02T04:00:00Z",79.85381,79.83364,79.87364,0.00017,180.00000,0.04734,0.00098,0,100.87382,0.23120,0
"2020-06-02T04:00:00Z","2020-06-02T04:30:00Z",79.88975,79.87364,79.91364,0.00017,180.00000,0.04735,0.00099,0,100.99703,0.23304,0
"2020-06-02T04:30:00Z","2020-06-02T05:00:00Z",79.92364,79.91364,79.94364,0.00015,180.00000,0.04734,0.00090,0,101.07817,0.23445,0
"2020-06-02T05:00:00Z","2020-06-02T05:30:00Z",79.94937,79.93364,79.96364,0.00005,180.00000,0.04731,0.00050,0,101.17832,0.23616,0
"2020-06-02T05:30:00Z","2020-06-02T06:00:00Z",79.95875,79.94364,79.97364,0.00005,180.00000,0.04732,0.00054,0,101.23292,0.23714,0
"2020-06-02T06:00:00Z","2020-06-02T06:30:00Z",79.95714,79.95365,79.96364,0.00002,180.00000,0.04731,0.00036,0,101.39998,0.24073,0
"2020-06-02T06:30:00Z","2020-06-02T07:00:00Z",79.97581,79.96364,79.98365,0.00006,180.00000,0.04732,0.00056,0,101.59521,0.24425,0
"2020-06-02T07:00:00Z","2020-06-02T07:30:00Z",79.98392,79.98365,79.99364,0.00000,180.00000,0.04730,0.00012,0,101.64180,0.24504,0
"2020-06-02T07:30:00Z","2020-06-02T08:00:00Z",79.97998,79.96364,79.98365,0.00003,180.00000,0.04731,0.00044,0,101.67077,0.24562,0
"2020-06-02T08:00:00Z","2020-06-02T08:30:00Z",79.98092,79.97364,79.99364,0.00007,180.00000,0.04732,0.00062,0,101.71795,0.24659,0
"2020-06-02T08:30:00Z","2020-06-02T09:00:00Z",80.00981,79.99364,80.02365,0.00010,180.00000,0.04733,0.00076,0,101.78020,0.24725,0
"2020-06-02T09:00:00Z","2020-06-02T09:30:00Z",80.02431,80.01364,80.03364,0.00001,180.00000,0.04731,0.00024,0,101.79505,0.24723,0
"2020-06-02T09:30:00Z","2020-06-02T10:00:00Z",80.03664,80.03364,80.05365,0.00002,180.00000,0.04731,0.00037,0,101.87382,0.24848,0
"2020-06-02T10:00:00Z","2020-06-02T10:30:00Z",80.07470,80.05365,80.09365,0.00013,180.00000,0.04733,0.00085,0,101.90435,0.24833,0
"2020-06-02T10:30:00Z","2020-06-02T11:00:00Z",80.08504,80.07364,80.09365,0.00007,180.00000,0.04732,0.00062,0,101.89679,0.24808,0
"2020-06-02T11:00:00Z","2020-06-02T11:30:00Z",80.09048,80.07364,80.10364,0.00008,180.00000,0.04732,0.00065,0,101.91964,0.24848,0
"2020-06-02T11:30:00Z","2020-06-02T12:00:00Z",80.11220,80.10364,80.12365,0.00003,180.00000,0.04731,0.00043,0,101.99127,0.24949,0
