HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation
"200.000",CFGLOC103844,"Blacktail Deer Creek Barometric Pressure","2010-01-01T00:00:00Z",,CFGLOC103844,"Blacktail Deer Creek Barometric Pressure","2010-01-01T00:00:00Z",,0.00,0.05,1.95,0.00,0.00,0.00,44.951368,-110.588459,2030.41
